SEQN,sex,age_year,race,education,marital_status,income_pov_rat
115593.0,F,16.0,Non-Hispanic Asian,,,4.08
115595.0,M,80.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,
115596.0,F,57.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
115598.0,M,27.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
115599.0,M,49.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,5.0
115600.0,M,77.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,5.0
115601.0,F,22.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,1.49
115603.0,F,60.0,Non-Hispanic Black,College graduate or above,Never married,
115604.0,M,68.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,0.65
115605.0,F,55.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,0.7
115606.0,M,64.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,4.72
115608.0,M,55.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
115609.0,F,39.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
115610.0,M,11.0,Non-Hispanic White,,,1.84
115611.0,F,59.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,1.91
115613.0,F,64.0,Non-Hispanic Black,9-11th grade,Widowed/Divorced/Separated,1.3
115614.0,F,40.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
115615.0,F,47.0,Mexican American,College graduate or above,Married/Living with Partner,2.98
115618.0,M,12.0,Other Race - Including Multi-Racial,,,1.74
115620.0,F,9.0,Non-Hispanic Black,,,2.4
115621.0,F,50.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,
115623.0,F,14.0,Non-Hispanic White,,,0.95
115626.0,M,3.0,Mexican American,,,5.0
115628.0,M,2.0,Mexican American,,,1.2
115629.0,M,60.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,1.82
115630.0,M,11.0,Non-Hispanic Asian,,,1.17
115632.0,M,43.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.19
115633.0,M,7.0,Non-Hispanic Black,,,3.4
115634.0,M,32.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,4.22
115635.0,F,13.0,Non-Hispanic Black,,,0.27
115636.0,M,64.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,1.86
115639.0,F,68.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
115640.0,F,4.0,Non-Hispanic White,,,1.6
115644.0,F,63.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,1.16
115645.0,F,21.0,Non-Hispanic White,Some college or AA degree,Never married,0.96
115646.0,M,27.0,Non-Hispanic Black,College graduate or above,Never married,2.09
115647.0,F,73.0,Other Hispanic,Less than 9th grade,Widowed/Divorced/Separated,0.38
115650.0,M,5.0,Non-Hispanic White,,,
115651.0,M,22.0,Non-Hispanic White,High school graduate/GED or equivalent,Never married,5.0
115655.0,M,5.0,Other Hispanic,,,0.73
115656.0,F,71.0,Mexican American,Less than 9th grade,Married/Living with Partner,
115657.0,M,47.0,Mexican American,Less than 9th grade,Married/Living with Partner,2.39
115658.0,M,7.0,Non-Hispanic Black,,,0.11
115659.0,F,72.0,Non-Hispanic Asian,Less than 9th grade,Widowed/Divorced/Separated,
115661.0,M,79.0,Non-Hispanic Black,College graduate or above,Widowed/Divorced/Separated,3.95
115662.0,M,74.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,3.86
115663.0,M,66.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,2.77
115666.0,M,56.0,Mexican American,College graduate or above,Married/Living with Partner,1.08
115667.0,M,11.0,Non-Hispanic Black,,,2.07
115668.0,F,34.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,
115669.0,F,59.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,5.0
115670.0,F,73.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,1.92
115671.0,F,67.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.0
115673.0,F,27.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,0.14
115674.0,M,65.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,1.69
115675.0,F,23.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,1.59
115676.0,F,75.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,
115677.0,F,19.0,Other Hispanic,,,1.36
115678.0,M,48.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,0.07
115679.0,F,56.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,1.75
115680.0,F,28.0,Non-Hispanic White,College graduate or above,Never married,3.7
115682.0,F,3.0,Non-Hispanic Black,,,1.48
115683.0,F,51.0,Other Hispanic,High school graduate/GED or equivalent,Married/Living with Partner,4.1
115684.0,M,7.0,Non-Hispanic White,,,
115685.0,M,6.0,Non-Hispanic Black,,,0.68
115686.0,M,41.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,3.34
115687.0,M,28.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,2.6
115688.0,F,11.0,Non-Hispanic White,,,2.43
115689.0,M,5.0,Mexican American,,,
115690.0,F,17.0,Mexican American,,,5.0
115691.0,M,5.0,Non-Hispanic Black,,,3.25
115692.0,F,80.0,Non-Hispanic White,9-11th grade,Widowed/Divorced/Separated,0.86
115694.0,M,13.0,Non-Hispanic White,,,3.56
115695.0,M,10.0,Non-Hispanic White,,,2.39
115697.0,M,48.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,
115698.0,M,49.0,Other Hispanic,College graduate or above,Widowed/Divorced/Separated,
115700.0,M,14.0,Other Hispanic,,,0.7
115701.0,F,80.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,
115702.0,F,39.0,Mexican American,9-11th grade,Never married,
115703.0,F,2.0,Non-Hispanic Asian,,,4.69
115705.0,M,65.0,Non-Hispanic Black,College graduate or above,Widowed/Divorced/Separated,0.25
115706.0,M,17.0,Non-Hispanic Asian,,,1.87
115707.0,F,11.0,Non-Hispanic Asian,,,2.65
115709.0,F,80.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,1.66
115710.0,M,53.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,4.81
115711.0,F,66.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.0
115713.0,F,5.0,Non-Hispanic White,,,1.67
115714.0,M,61.0,Non-Hispanic Asian,9-11th grade,Married/Living with Partner,0.79
115715.0,M,62.0,Mexican American,College graduate or above,Married/Living with Partner,1.22
115716.0,M,4.0,Non-Hispanic White,,,1.5
115717.0,M,5.0,Mexican American,,,
115718.0,M,69.0,Mexican American,Less than 9th grade,Married/Living with Partner,1.96
115719.0,F,6.0,Non-Hispanic Black,,,1.53
115721.0,F,5.0,Non-Hispanic Black,,,1.74
115724.0,M,19.0,Non-Hispanic Black,,,0.66
115727.0,F,72.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,1.15
115728.0,F,41.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
115730.0,F,11.0,Non-Hispanic Black,,,0.6
115731.0,M,18.0,Non-Hispanic White,,,0.42
115732.0,M,63.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,
115734.0,M,9.0,Mexican American,,,
115736.0,F,62.0,Other Hispanic,Less than 9th grade,Widowed/Divorced/Separated,0.72
115737.0,F,70.0,Non-Hispanic White,9-11th grade,Married/Living with Partner,3.04
115738.0,F,4.0,Other Hispanic,,,0.56
115739.0,F,67.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,2.06
115740.0,M,66.0,Non-Hispanic Black,9-11th grade,Widowed/Divorced/Separated,0.71
115741.0,M,19.0,Non-Hispanic Asian,,,0.97
115742.0,F,41.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.24
115743.0,F,74.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,4.86
115744.0,M,67.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,1.14
115746.0,F,70.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,2.63
115747.0,M,69.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,2.92
115749.0,M,66.0,Other Hispanic,Less than 9th grade,Married/Living with Partner,0.99
115750.0,F,53.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,5.0
115751.0,F,61.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,3.05
115752.0,M,67.0,Other Hispanic,Less than 9th grade,Married/Living with Partner,0.5
115753.0,M,71.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,3.71
115754.0,F,43.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,5.0
115756.0,M,18.0,Other Race - Including Multi-Racial,,,1.66
115757.0,M,80.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,0.65
115759.0,F,53.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,2.46
115761.0,M,2.0,Non-Hispanic Asian,,,1.71
115762.0,M,59.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,1.72
115763.0,M,5.0,Non-Hispanic White,,,0.76
115764.0,F,34.0,Non-Hispanic Black,Some college or AA degree,Never married,
115766.0,M,29.0,Non-Hispanic White,Some college or AA degree,Never married,3.73
115767.0,F,47.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,0.6
115769.0,M,2.0,Non-Hispanic White,,,2.01
115770.0,M,42.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,0.95
115772.0,F,34.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,2.52
115775.0,M,12.0,Non-Hispanic Asian,,,4.69
115776.0,M,18.0,Non-Hispanic Asian,,,1.7
115777.0,F,23.0,Mexican American,9-11th grade,Married/Living with Partner,0.42
115778.0,F,57.0,Non-Hispanic White,9-11th grade,Widowed/Divorced/Separated,
115780.0,F,41.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,2.64
115781.0,M,5.0,Other Race - Including Multi-Racial,,,1.82
115782.0,F,68.0,Non-Hispanic Asian,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.07
115785.0,F,22.0,Non-Hispanic Black,Some college or AA degree,Never married,1.79
115788.0,F,65.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,2.66
115790.0,M,8.0,Non-Hispanic Asian,,,5.0
115791.0,M,63.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,3.39
115792.0,F,33.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
115793.0,M,39.0,Non-Hispanic White,9-11th grade,Married/Living with Partner,0.59
115796.0,F,40.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,
115798.0,M,47.0,Mexican American,9-11th grade,Married/Living with Partner,1.66
115799.0,F,10.0,Mexican American,,,2.41
115800.0,F,45.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
115801.0,F,45.0,Mexican American,9-11th grade,Never married,0.48
115802.0,M,19.0,Non-Hispanic White,,,1.08
115803.0,M,40.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
115804.0,F,80.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.16
115805.0,M,32.0,Non-Hispanic Asian,College graduate or above,Never married,
115806.0,F,18.0,Mexican American,,,
115807.0,M,65.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,1.95
115808.0,M,80.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,1.88
115809.0,M,70.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,1.45
115810.0,M,7.0,Non-Hispanic White,,,3.85
115811.0,F,16.0,Other Hispanic,,,0.52
115812.0,M,12.0,Non-Hispanic White,,,1.78
115814.0,F,80.0,Non-Hispanic White,High school graduate/GED or equivalent,Never married,
115815.0,M,72.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
115816.0,M,66.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
115817.0,F,69.0,Non-Hispanic White,Less than 9th grade,Widowed/Divorced/Separated,1.18
115818.0,M,68.0,Non-Hispanic Asian,Less than 9th grade,Married/Living with Partner,1.16
115820.0,M,48.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,1.77
115822.0,F,67.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,1.27
115826.0,M,14.0,Non-Hispanic Black,,,2.77
115829.0,M,23.0,Non-Hispanic White,9-11th grade,Never married,1.18
115830.0,F,5.0,Mexican American,,,3.98
115831.0,F,28.0,Other Race - Including Multi-Racial,High school graduate/GED or equivalent,Married/Living with Partner,0.84
115832.0,M,14.0,Non-Hispanic White,,,0.52
115833.0,M,37.0,Other Hispanic,Less than 9th grade,Never married,0.86
115834.0,F,72.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,2.63
115835.0,F,11.0,Non-Hispanic Black,,,0.99
115840.0,M,3.0,Non-Hispanic White,,,2.72
115841.0,F,52.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,0.74
115842.0,F,41.0,Non-Hispanic Black,Some college or AA degree,Never married,1.04
115843.0,F,76.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,3.25
115844.0,M,18.0,Other Hispanic,,,
115845.0,F,10.0,Other Race - Including Multi-Racial,,,1.98
115846.0,F,57.0,Other Hispanic,College graduate or above,Married/Living with Partner,4.14
115847.0,F,13.0,Non-Hispanic White,,,1.82
115848.0,M,57.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
115849.0,M,49.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.15
115850.0,F,56.0,Other Hispanic,High school graduate/GED or equivalent,Married/Living with Partner,4.02
115851.0,F,55.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,
115852.0,M,10.0,Other Race - Including Multi-Racial,,,3.04
115853.0,M,32.0,Non-Hispanic White,College graduate or above,Never married,5.0
115854.0,M,27.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,1.02
115855.0,M,41.0,Non-Hispanic Asian,College graduate or above,Never married,5.0
115856.0,F,61.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,0.94
115858.0,M,68.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,3.67
115859.0,M,27.0,Mexican American,9-11th grade,Married/Living with Partner,0.01
115860.0,M,57.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
115861.0,M,70.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,3.55
115863.0,M,9.0,Non-Hispanic Black,,,1.26
115864.0,M,56.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,1.49
115866.0,M,5.0,Non-Hispanic White,,,4.1
115867.0,M,26.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,2.02
115868.0,M,53.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,
115869.0,M,2.0,Other Race - Including Multi-Racial,,,4.69
115870.0,M,6.0,Other Race - Including Multi-Racial,,,1.94
115874.0,F,54.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,1.6
115875.0,F,67.0,Non-Hispanic White,Some college or AA degree,Never married,5.0
115876.0,F,68.0,Other Race - Including Multi-Racial,Some college or AA degree,Widowed/Divorced/Separated,0.74
115879.0,M,41.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,4.55
115880.0,M,22.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,1.94
115882.0,F,66.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,3.29
115883.0,M,36.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.14
115886.0,F,73.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,3.69
115887.0,F,68.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.24
115888.0,F,75.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,1.37
115889.0,F,62.0,Mexican American,Less than 9th grade,Widowed/Divorced/Separated,0.62
115890.0,F,11.0,Mexican American,,,0.99
115891.0,F,60.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
115892.0,F,16.0,Mexican American,,,5.0
115893.0,F,6.0,Non-Hispanic White,,,5.0
115895.0,M,70.0,Other Race - Including Multi-Racial,Some college or AA degree,Married/Living with Partner,0.79
115896.0,M,15.0,Non-Hispanic White,,,3.98
115898.0,M,59.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.97
115899.0,F,8.0,Non-Hispanic Black,,,
115901.0,F,7.0,Non-Hispanic Black,,,5.397605346934028e-79
115903.0,F,12.0,Mexican American,,,2.43
115904.0,M,67.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
115905.0,F,8.0,Non-Hispanic White,,,0.6
115906.0,F,4.0,Other Race - Including Multi-Racial,,,
115907.0,M,63.0,Non-Hispanic Asian,Some college or AA degree,Married/Living with Partner,5.0
115908.0,M,65.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,2.82
115909.0,F,55.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,
115910.0,M,74.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.0
115911.0,M,3.0,Non-Hispanic Black,,,1.38
115912.0,M,35.0,Non-Hispanic Black,9-11th grade,Never married,1.44
115913.0,M,25.0,Other Hispanic,9-11th grade,Never married,0.75
115917.0,F,21.0,Non-Hispanic White,Some college or AA degree,Never married,5.0
115919.0,M,11.0,Non-Hispanic White,,,1.69
115920.0,F,4.0,Other Race - Including Multi-Racial,,,0.49
115922.0,M,7.0,Non-Hispanic Asian,,,1.55
115923.0,F,31.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,2.79
115926.0,M,18.0,Non-Hispanic White,,,
115928.0,M,80.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,
115929.0,F,44.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
115930.0,F,16.0,Non-Hispanic White,,,0.44
115933.0,F,17.0,Other Race - Including Multi-Racial,,,4.44
115934.0,F,75.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
115935.0,M,57.0,Other Hispanic,High school graduate/GED or equivalent,Married/Living with Partner,5.0
115936.0,F,70.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,1.83
115937.0,F,3.0,Non-Hispanic Asian,,,4.22
115939.0,M,55.0,Other Hispanic,9-11th grade,Married/Living with Partner,4.02
115941.0,M,7.0,Other Hispanic,,,4.04
115942.0,M,73.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,4.41
115943.0,F,74.0,Non-Hispanic White,College graduate or above,Widowed/Divorced/Separated,5.0
115944.0,F,43.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,1.44
115947.0,F,72.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,1.08
115948.0,F,17.0,Mexican American,,,
115949.0,F,13.0,Other Race - Including Multi-Racial,,,4.66
115950.0,F,44.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,0.78
115951.0,F,48.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,3.65
115952.0,M,18.0,Non-Hispanic White,,,5.397605346934028e-79
115953.0,F,34.0,Non-Hispanic White,Some college or AA degree,Never married,3.47
115954.0,M,8.0,Non-Hispanic White,,,4.57
115955.0,F,53.0,Mexican American,College graduate or above,Married/Living with Partner,5.0
115957.0,M,80.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,2.35
115958.0,F,38.0,Non-Hispanic White,9-11th grade,Married/Living with Partner,1.22
115959.0,M,20.0,Mexican American,Some college or AA degree,Never married,0.39
115961.0,M,52.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
115964.0,F,5.0,Non-Hispanic White,,,
115965.0,F,68.0,Other Hispanic,College graduate or above,Married/Living with Partner,2.33
115966.0,M,2.0,Other Hispanic,,,2.8
115968.0,F,74.0,Non-Hispanic White,College graduate or above,Never married,2.24
115969.0,F,56.0,Non-Hispanic Black,Some college or AA degree,Widowed/Divorced/Separated,5.0
115970.0,M,7.0,Mexican American,,,1.36
115971.0,M,3.0,Non-Hispanic White,,,3.47
115972.0,M,74.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,0.62
115973.0,F,6.0,Non-Hispanic Black,,,0.78
115977.0,F,9.0,Non-Hispanic Black,,,0.03
115978.0,M,40.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,3.96
115979.0,F,24.0,Other Hispanic,Some college or AA degree,Widowed/Divorced/Separated,
115981.0,F,14.0,Other Race - Including Multi-Racial,,,1.47
115983.0,F,72.0,Non-Hispanic White,9-11th grade,Married/Living with Partner,3.05
115985.0,M,66.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,5.0
115987.0,F,6.0,Non-Hispanic Black,,,
115988.0,F,57.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
115989.0,M,64.0,Non-Hispanic Asian,9-11th grade,Married/Living with Partner,5.0
115990.0,M,29.0,Non-Hispanic Asian,High school graduate/GED or equivalent,Never married,0.24
115991.0,F,19.0,Non-Hispanic White,,,
115992.0,M,68.0,Non-Hispanic Asian,High school graduate/GED or equivalent,Married/Living with Partner,
115993.0,M,67.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.61
115994.0,M,64.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,2.61
115995.0,M,49.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,5.397605346934028e-79
115996.0,M,74.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,4.14
115998.0,F,44.0,Other Hispanic,College graduate or above,Widowed/Divorced/Separated,0.25
116000.0,F,19.0,Non-Hispanic White,,,4.21
116001.0,F,45.0,Non-Hispanic Asian,Some college or AA degree,Married/Living with Partner,4.33
116002.0,M,20.0,Non-Hispanic White,Some college or AA degree,Never married,
116003.0,F,25.0,Other Hispanic,High school graduate/GED or equivalent,Never married,
116004.0,F,55.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,5.0
116005.0,M,38.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,1.04
116006.0,F,11.0,Non-Hispanic White,,,5.0
116008.0,F,77.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,
116009.0,F,46.0,Non-Hispanic Black,Some college or AA degree,Never married,2.65
116010.0,F,73.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,5.0
116011.0,M,3.0,Non-Hispanic White,,,4.64
116012.0,F,60.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,
116013.0,F,58.0,Non-Hispanic Black,Some college or AA degree,Married/Living with Partner,2.32
116016.0,M,56.0,Non-Hispanic White,High school graduate/GED or equivalent,Widowed/Divorced/Separated,2.36
116017.0,F,10.0,Mexican American,,,1.5
116018.0,M,73.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,
116019.0,F,63.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,3.39
116021.0,M,59.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,2.4
116022.0,M,34.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,0.96
116024.0,M,8.0,Non-Hispanic White,,,3.74
116026.0,M,18.0,Non-Hispanic White,,,5.0
116027.0,M,59.0,Non-Hispanic White,College graduate or above,Never married,2.47
116028.0,F,43.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
116029.0,M,26.0,Mexican American,Some college or AA degree,Never married,2.72
116030.0,M,70.0,Non-Hispanic Black,9-11th grade,Married/Living with Partner,0.83
116031.0,M,29.0,Other Hispanic,College graduate or above,Married/Living with Partner,2.65
116035.0,M,19.0,Other Hispanic,,,0.82
116036.0,F,59.0,Non-Hispanic White,Some college or AA degree,Widowed/Divorced/Separated,4.45
116037.0,M,8.0,Non-Hispanic Black,,,0.45
116039.0,F,2.0,Mexican American,,,0.81
116040.0,M,4.0,Other Hispanic,,,5.0
116041.0,M,69.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
116043.0,M,80.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.78
116044.0,F,75.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,4.01
116045.0,M,30.0,Non-Hispanic White,Some college or AA degree,Married/Living with Partner,2.39
116046.0,F,18.0,Non-Hispanic Black,,,1.64
116047.0,M,8.0,Mexican American,,,1.92
116049.0,F,2.0,Non-Hispanic Black,,,1.26
116050.0,M,45.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,1.77
116051.0,F,62.0,Mexican American,High school graduate/GED or equivalent,Married/Living with Partner,1.63
116052.0,M,33.0,Other Race - Including Multi-Racial,Less than 9th grade,Married/Living with Partner,0.56
116053.0,M,19.0,Mexican American,,,0.96
116054.0,M,17.0,Non-Hispanic White,,,
116055.0,F,15.0,Non-Hispanic Black,,,5.0
116056.0,F,70.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,5.0
116057.0,M,79.0,Non-Hispanic White,High school graduate/GED or equivalent,Married/Living with Partner,3.04
116058.0,M,10.0,Other Race - Including Multi-Racial,,,
116059.0,M,10.0,Other Hispanic,,,5.397605346934028e-79
116060.0,M,4.0,Non-Hispanic White,,,0.33
116061.0,M,74.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,3.55
116062.0,M,40.0,Other Hispanic,Less than 9th grade,Married/Living with Partner,0.05
116064.0,F,7.0,Non-Hispanic White,,,1.42
116065.0,M,56.0,Other Race - Including Multi-Racial,College graduate or above,Married/Living with Partner,1.91
116066.0,M,74.0,Non-Hispanic Black,High school graduate/GED or equivalent,Married/Living with Partner,2.32
116067.0,F,44.0,Other Race - Including Multi-Racial,Some college or AA degree,Widowed/Divorced/Separated,0.93
116068.0,F,7.0,Other Hispanic,,,2.67
116069.0,F,16.0,Non-Hispanic Asian,,,
116070.0,F,70.0,Non-Hispanic Black,High school graduate/GED or equivalent,Widowed/Divorced/Separated,1.39
116071.0,F,29.0,Non-Hispanic White,College graduate or above,Never married,5.0
116072.0,M,30.0,Non-Hispanic White,College graduate or above,Never married,2.0
116073.0,M,53.0,Other Race - Including Multi-Racial,College graduate or above,Never married,5.0
116074.0,F,27.0,Non-Hispanic White,College graduate or above,Married/Living with Partner,4.8
116075.0,F,38.0,Non-Hispanic Black,College graduate or above,Married/Living with Partner,5.0
116076.0,F,32.0,Other Hispanic,Some college or AA degree,Married/Living with Partner,2.73
116077.0,M,57.0,Mexican American,College graduate or above,Married/Living with Partner,5.0
116078.0,M,27.0,Mexican American,College graduate or above,Married/Living with Partner,1.44
116079.0,M,38.0,Mexican American,9-11th grade,Married/Living with Partner,
116080.0,F,14.0,Non-Hispanic White,,,0.63
116083.0,M,11.0,Mexican American,,,0.7
116085.0,M,44.0,Non-Hispanic Asian,College graduate or above,Married/Living with Partner,5.0
116088.0,M,33.0,Non-Hispanic Black,High school graduate/GED or equivalent,Never married,1.88
116089.0,M,20.0,Mexican American,Some college or AA degree,Never married,5.0
116091.0,M,9.0,Non-Hispanic Asian,,,
